Lng|Lat|Name|Genders|Ages|Status|FB|Email|Website|Location|Founded|Defunct|Rulesets|Info
-122.75|53.92|Rated PG Rollergirls|W|A,J|B|https://www.facebook.com/RatedPgRollergirls|ratedpgrollergirls@hotmail.com|http://www.ratedpgrollergirls.com/|Prince George,British Columbia,Canada|2008-05-01||WFTDA,JRDA|Member of:
-122.49|52.98|Gold Pain City Derby Girls|W|A,J|B|https://www.facebook.com/goldpaincity|dorinel@telus.net|http://goldpaingirls.org/|Quesnel,British Columbia,Canada|2010-08-26||WFTDA,JRDA|Member of:
-118.20|51.00|Revelstoke Roller Derby|W|A|B|||http://www.revelstokerollerderby.com/|Revelstoke,British Columbia,Canada|||WFTDA|Member of:
-117.80|49.08|Rossland Trail Roller Girls|W|A|B|https://www.facebook.com/rtrollergirls/|RTRG.REDARMY@gmail.com||Rossland,British Columbia,Canada|2013-01-29||WFTDA|Member of:
-123.51|48.82|Salt Spring Roller Derby|W|A|B|https://www.facebook.com/pages/The-Committed-Salt-Spring-Roller-Derby/120909611252644||https://www.facebook.com/pages/The-Committed-Salt-Spring-Roller-Derby/120909611252644|Salt Spring Island,British Columbia,Canada|||WFTDA|Member of:
-127.17|54.78|Bulkley Valley Roller Derby|W|A|B|https://www.facebook.com/groups/BulkleyValleyRollerDerby/||https://www.facebook.com/groups/BulkleyValleyRollerDerby/|Smithers,British Columbia,Canada|||WFTDA|Member of:
-123.16|49.70|Squamish Women's Roller Derby Association|W|A|B|||http://www.squamishrollerderby.ca/|Squamish,British Columbia,Canada|||WFTDA|Member of:
-122.85|49.19|Greater Vancouver Roller Derby|W,M|A|B|https://www.facebook.com/GVRDA/|info@mainlandmisfits.com|http://mainlandmisfits.com/|Surrey,British Columbia,Canada|2010-10-23||WFTDA|Member of:WFTDA-M,MRDA-M
-128.60|54.52|North Coast Nightmares|W|A,J|B|https://www.facebook.com/northcoastnightmares|northcoastnightmares@gmail.com|http://northcoastnightmares.ca|Terrace,British Columbia,Canada|2011-11-24||WFTDA,JRDA|Member of:
-125.55|48.94|Black Pearls|W|A|B|https://www.facebook.com/tofinouclueletrollerderby||https://www.facebook.com/tofinouclueletrollerderby|Ucluelet,British Columbia,Canada|||WFTDA|Member of:
-123.12|49.28|Free Agents Roller Derby Team|W|A|S|https://www.facebook.com/Free-Agents-Roller-Derby-Team-231033140320761/|||Vancouver,British Columbia,Canada|2012-02-16||WFTDA|Member of:
-123.12|49.28|Terminal City Rollergirls|W|A|B|||http://www.terminalcityrollergirls.com/|Vancouver,British Columbia,Canada|||WFTDA|Member of:WFTDA-M
-123.12|49.28|Rolla Skate Club|W|A|B|||https://rollaskateclub.com/|Vancouver,British Columbia,Canada|||ShortTrack|Member of:,ShortTrack Owners
-123.12|49.28|Vancouver Junior Roller Derby|C|J|B|https://www.facebook.com/VancouverJuniorRollerDerby|vjrdssecretary@gmail.com|https://www.facebook.com/VancouverJuniorRollerDerby|Vancouver,British Columbia,Canada|||JRDA|Member of:
-123.37|48.43|Eves of Destruction|W|A,J|B|https://www.facebook.com/evesofdestruction|ilr@evesofdestruction.com|http://www.evesofdestructionrollerderby.com/|Victoria,British Columbia,Canada|2006-12-31||WFTDA,JRDA|Member of:WFTDA-A
-122.96|50.12|Whistler Roller Girls|W|A|B|||http://www.whistlerrollergirls.com/blog/|Whistler,British Columbia,Canada|||WFTDA|Member of:
-122.14|52.14|Caribruisers Junior Roller Derby League|C|J|S|https://www.facebook.com/Caribruisers/|Caribruisers@gmail.com|http://www.caribruisers.com|Williams Lake,British Columbia,Canada|2016-07-18||JRDA|Member of:
-122.14|52.14|Puddle Pounders|W|A|R|https://www.facebook.com/PuddlePoundersRollerDerby||https://www.facebook.com/PuddlePoundersRollerDerby|Williams Lake,British Columbia,Canada|2014-03-11||WFTDA|Member of:
-100.06|49.23|Turtle Mountain Roller Girls|W|A|B|https://www.facebook.com/TurtleMountainRollerGirls||https://www.facebook.com/TurtleMountainRollerGirls|Boissevain,Manitoba,Canada|||WFTDA|Member of:
-99.95|49.85|Wheat City Roller Derby League|W|A,J|B|https://www.facebook.com/WheatCityRollerDerbyLeague|wheatcityrollerderby@hotmail.com|http://wcrdl.com|Brandon,Manitoba,Canada|2010-05-15||WFTDA,JRDA|Member of:WFTDA-A
-98.29|49.97|PLAP City Rollers|W|A|B|||http://www.plapcityrollers.com/|Portage La Prairie,Manitoba,Canada|||WFTDA|Member of:
-101.28|50.78|Parkland Thrashers Roller Derby|W|A|B|https://www.facebook.com/pages/Parkland-Thrashers-Roller-Derby/203975919781612||https://www.facebook.com/pages/Parkland-Thrashers-Roller-Derby/203975919781612|Russell,Manitoba,Canada|||WFTDA|Member of:
-97.14|49.90|Prairie Heart Roller Derby|W|A|P|https://www.facebook.com/wpgrollerderby|wpgrollerderby@gmail.com||Winnipeg,Manitoba,Canada|2015-02-02||WFTDA|Member of:
-97.14|49.90|Winnipeg Roller Derby League|W|A,J|B|||http://www.winnipegrollerderby.com/|Winnipeg,Manitoba,Canada|||WFTDA,JRDA|Member of:WFTDA-M
-66.64|45.96|Capital City Rollers|W|A|B|https://www.facebook.com/CapitalCityRollers||http://www.capitalcityrollers.ca/|Fredericton,New Brunswick,Canada|2010-12-31||WFTDA|Member of:
-66.64|45.96|Fredericton Junior Roller Derby Association|C|J|P|https://www.facebook.com/FrederictonJuniorRollerDerby/|Frederictonjuniorrollerderby@gmail.com||Fredericton,New Brunswick,Canada|2016-11-18||JRDA|Member of:
-65.51|47.03|Mighty Chi Derby Dames|W|A|B|https://www.facebook.com/MightyChiDerbyDames||https://www.facebook.com/MightyChiDerbyDames|Miramichi,New Brunswick,Canada|2014-03-08||WFTDA|Member of:
-64.78|46.09|Muddy River Rollers|W|A|B|||http://muddyriverrollers.com/|Moncton,New Brunswick,Canada|||WFTDA|Member of:WFTDA-M
-66.06|45.27|Fog City Rollers|W|A|B|https://www.facebook.com/fogcityrollers/|info@fogcityrollers.com|http://fogcityrollers.com/|Saint John,New Brunswick,Canada|2010-04-11||WFTDA|Member of:WFTDA-A
-66.06|45.27|Saint John Men's Roller Derby|M|A|B|https://www.facebook.com/pages/Saint-John-Mens-Roller-Derby-The-Wheel-Men/221663617878631||https://www.facebook.com/pages/Saint-John-Mens-Roller-Derby-The-Wheel-Men/221663617878631|Saint John,New Brunswick,Canada|||WFTDA|Member of:
-52.71|47.56|709 Derby Girls|W|A|B|||http://709derbygirls.com/|St John's,Newfoundland and Labrador,Canada|||WFTDA|Member of:
-114.37|62.45|Diamond City Roller Derby|W|A|B|https://www.facebook.com/diamondcityderby/|diamondcityderby@gmail.com|https://www.facebook.com/ykrollergirls|Yellowknife,Northwest Territories,Canada|2011-11-01||WFTDA|Member of:
-65.52|44.74|Riptide Rollers|W|A|B|||http://riptiderollers.ca/|Annapolis Royal,Nova Scotia,Canada|||WFTDA|Member of:
-60.85|46.25|Cape Breton Roller Derby League|W|A|B|https://www.facebook.com/capebreton.rollerderby||https://www.facebook.com/capebreton.rollerderby|Cape Breton Island,Nova Scotia,Canada|||WFTDA|Member of:
-63.58|44.65|Anchor City Rollers|W|A|B|||http://www.anchorcityrollers.ca/|Halifax,Nova Scotia,Canada|||WFTDA|Member of:
-62.65|45.59|Highland Derby Dolls|W|A|B|https://www.facebook.com/HighlandDerbyDolls||https://www.facebook.com/HighlandDerbyDolls|New Glasgow,Nova Scotia,Canada|||WFTDA|Member of:
-79.87|44.15|Alliston Junior Roller Derby|W|J|B|https://www.facebook.com/allistonjuniorrollerderby||https://www.facebook.com/allistonjuniorrollerderby|Alliston,Ontario,Canada|||JRDA|Member of:JRDA-M
-79.87|44.15|Renegade Derby Dames|W|A|B|https://www.facebook.com/RDerbyDames/|info@renegadederbydames.com|http://www.renegadederbydames.com/|Alliston,Ontario,Canada|2011-04-20||WFTDA|Member of:WFTDA-M
-78.15|44.02|Northumberland Roller Girls|W|A|B|https://www.facebook.com/NorthumberlandRollerGirls||https://www.facebook.com/NorthumberlandRollerGirls|Baltimore,Ontario,Canada|||WFTDA|Member of:
-79.69|44.39|South Simcoe Rebel Rollers|W|A,J|B|https://www.facebook.com/SouthSimcoeRebelRollers||https://www.facebook.com/SouthSimcoeRebelRollers|Barrie,Ontario,Canada|||WFTDA,JRDA|Member of:
-77.38|44.16|Belleville Roller Derby|W|A|B|https://www.facebook.com/BellevilleRollerDerby||https://www.facebook.com/BellevilleRollerDerby|Belleville,Ontario,Canada|||WFTDA|Member of:
-81.03|49.07|Cochrane Derby Gurlz|W|A|B|https://www.facebook.com/pages/Cochrane-Derby-Gurlz/283215938377908||https://www.facebook.com/pages/Cochrane-Derby-Gurlz/283215938377908|Cochrane,Ontario,Canada|||WFTDA|Member of:
-74.73|45.02|Seaway Roller Derby Girls|W|A|B|https://www.facebook.com/SeawayRollerDerbyGirlsLeague||https://www.facebook.com/SeawayRollerDerbyGirlsLeague|Cornwall,Ontario,Canada|||WFTDA|Member of:
-80.38|43.71|Wellington Roller Derby|W|A|B|https://www.facebook.com/FergusRollerDerby|WRDleague@gmail.com|http://wellingtonrollerderby.ca/|Fergus,Ontario,Canada|2012-04-15||WFTDA|Member of:WFTDA-A
-80.25|43.54|Royal City Rollergirls|W|A|B|||http://royalcityrollergirls.com/|Guelph,Ontario,Canada|||WFTDA|Member of:WFTDA-M
-79.87|43.26|Hamilton Area Roller Derby|W|A,J|B|https://www.facebook.com/HamiltonAreaRollerDerby|losconosrollerderby@gmail.com|http://www.hamiltonarearollerderby.com|Hamilton,Ontario,Canada|2012-05-15||WFTDA,JRDA|Member of:
-79.87|43.26|Hammer City Roller Girls|W|A|B|||http://hammercityrollergirls.ca/|Hamilton,Ontario,Canada|||WFTDA|Member of:WFTDA-M
-94.49|49.77|Kenora Roller Derby League|W|A|B|https://www.facebook.com/kenorarollerderby||https://www.facebook.com/kenorarollerderby|Kenora,Ontario,Canada|||WFTDA|Member of:
-76.49|44.23|Kingston Derby Girls|W|A|B|https://www.facebook.com/KingstonDerbyGirls/|info@kingstonderbygirls.ca|http://kingstonderbygirls.ca/|Kingston,Ontario,Canada|2010-04-01||WFTDA|Member of:WFTDA-M
-76.49|44.23|Kingston REC'n Rollers|W|A|B|https://www.facebook.com/RECnRollers||https://www.facebook.com/RECnRollers|Kingston,Ontario,Canada|||WFTDA|Member of:
-80.03|48.15|Kirkland Lake Roller Derby|W|A|B|https://www.facebook.com/pages/Kirkland-Lake-Roller-Derby/134438099983128||https://www.facebook.com/pages/Kirkland-Lake-Roller-Derby/134438099983128|Kirkland Lake,Ontario,Canada|||WFTDA|Member of:
-80.49|43.45|Kitchener LOCO Roller Derby|W|A|B|||http://www.locokitchener.ca/|Kitchener,Ontario,Canada|||LOCO|Member of:
-80.49|43.45|Tri-City Roller Derby|W|A,J|B|https://www.facebook.com/pages/Tri-City-Roller-Derby/56270130681||http://www.tricityrd.com/|Kitchener,Ontario,Canada|||WFTDA,JRDA|Member of:WFTDA-M
-78.74|44.36|Lindsay Roller Derby|W|A|B|||http://www.lindsayrollerderby.ca/|Lindsay,Ontario,Canada|||WFTDA|Member of:
-81.25|42.98|Forest City Derby Girls|W|A|B|||http://www.forestcityderbygirls.com/|London,Ontario,Canada|||WFTDA|Member of:WFTDA-M
-81.25|42.98|Forest City Derby Guys|M|A|B|https://www.facebook.com/packmenrollerderby||https://www.facebook.com/packmenrollerderby|London,Ontario,Canada|||WFTDA|Member of:
-81.25|42.98|London Middlesex Roller Derby|W|A,J|B|https://www.facebook.com/LondonMiddlesexRollerDerby||https://www.facebook.com/LondonMiddlesexRollerDerby|London,Ontario,Canada|||LOCO|Member of:
-79.70|47.50|Temiskaming Area Roller Girls|W|A|B|https://www.facebook.com/T.A.R.G.Derby||https://www.facebook.com/T.A.R.G.Derby|New Liskeard,Ontario,Canada|||WFTDA|Member of:
-80.09|43.92|Orangeville Roller Girls|W|A|B|https://www.facebook.com/orangevillerollergirls|info@orangevillerollergirls.com|http://orangevillerollergirls.com/|Orangeville,Ontario,Canada|2011-08-15||WFTDA|Member of:WFTDA-M
-78.87|43.90|Durham Region Roller Derby|W|A|B|https://www.facebook.com/DRrollerderby||https://www.facebook.com/DRrollerderby|Oshawa,Ontario,Canada|||WFTDA|Member of:
-75.70|45.42|Ottawa Valley Roller Derby|W,M,O|A|B|https://www.facebook.com/CapitalCityDerbyDolls/|capitalcityderbydolls@gmail.com|http://capitalcityderbydolls.com/|Ottawa,Ontario,Canada|2010-09-09||WFTDA|Member of:WFTDA-M, Merger of Capital City + Rideau Valley
-75.70|45.42|Ottawa Junior Roller Derby|W|J|B|https://www.facebook.com/pages/Ottawa-Junior-Roller-Derby/651882041503723||https://www.facebook.com/pages/Ottawa-Junior-Roller-Derby/651882041503723|Ottawa,Ontario,Canada|||JRDA|Member of:
-75.70|45.42|Ottawa Roller Derby|W|A|B|||http://ottawarollerderby.com/|Ottawa,Ontario,Canada|||WFTDA|Member of:
-75.70|45.42|Ottawa Slaughter Squad|M|A|B|https://www.facebook.com/SlaughterSquad|ottawaslaughtersquad@gmail.com|http://slaughtersquad.com/|Ottawa,Ontario,Canada|2011-11-27||WFTDA|Member of:MRDA-M
-80.94|44.57|Grey Bruce Roller Derby|W|A|B|https://www.facebook.com/GreyBruceRollerDerby||https://www.facebook.com/GreyBruceRollerDerby|Owen Sound,Ontario,Canada|||WFTDA|Member of:
-78.32|44.31|Peterborough Area Roller Derby|W|A,J|B|https://www.facebook.com/PARD-Peterborough-Area-Roller-Derby-182998998396100/|area705rd@gmail.com|http://area705rollerderby.com/|Peterborough,Ontario,Canada|2011-01-10||WFTDA,JRDA|Member of:
-76.69|45.47|Renfrew County Roller Derby|W|A|B|||http://www.renfrewcountyrollerderby.com/|Renfrew,Ontario,Canada|||WFTDA|Member of:
-82.41|42.97|Sarnia Roller Derby|W|A,J|B|https://www.facebook.com/AntiSocialites|loco.sarnia@gmail.com|https://www.facebook.com/AntiSocialites|Sarnia,Ontario,Canada|2012-07-10||WFTDA,LOCO,JRDA|Member of:
-84.34|46.51|Sault Roller Derby|W|A|B|https://www.facebook.com/groups/74865739297/||https://www.facebook.com/groups/74865739297/|Sault Ste Marie,Ontario,Canada|||WFTDA|Member of:
-80.30|42.84|Norfolk County Roller Derby|W|A|B|https://www.facebook.com/Norfolk-County-Roller-Derby-202846066770415/|||Simcoe,Ontario,Canada|2016-03-29||WFTDA|Member of:
-79.25|43.16|Niagara Roller Girls|W|A,J|B|https://www.facebook.com/NiagaraRollerGirls|info@niagararollergirls.com|https://www.facebook.com/NiagaraRollerGirls|St Catharines,Ontario,Canada|2012-01-19||WFTDA,JRDA|Member of:
-80.98|43.37|Festival City Rollergirls|W|A|B|||http://www.stratfordrollergirls.com/|Stratford,Ontario,Canada|||WFTDA|Member of:
-80.99|46.49|Nickel City Roller Derby|W|A,J|B|https://www.facebook.com/NickelCityRollerDerby/|info@ncrd.ca|http://ncrd.ca/|Sudbury,Ontario,Canada|2013-01-18||WFTDA,JRDA|Member of:
-89.25|48.38|Thunder Bay Junior Roller Derby League|C|J|P|https://www.facebook.com/TBJRDL|tbjrdl@gmail.com|http://www.tbjrdl.com/|Thunder Bay,Ontario,Canada|2015-10-06||JRDA|Member of:
-89.25|48.38|Thunder Bay Roller Derby|W|A|B|https://www.facebook.com/tbayrollergirls|info@tbayrollergirls.com|http://www.tbayrollergirls.com|Thunder Bay,Ontario,Canada|2009-05-26||WFTDA|Member of:WFTDA-M
-81.33|48.48|Gold City Roller Girls|W|A|B|||http://www.goldcityrollergirls.com/|Timmins,Ontario,Canada|||WFTDA|Member of:
-79.38|43.65|Hogtown Roller Derby|W|A|B|https://www.facebook.com/HogtownRD|info@hogtownrollerderby.com|http://www.hogtownrollerderby.com/|Toronto,Ontario,Canada|2007-04-15||WFTDA|Member of:WFTDA-M
-79.38|43.65|Toronto Junior Roller Derby|W|J|B|||http://torontojuniorrollerderby.com/|Toronto,Ontario,Canada|||JRDA|Member of:JRDA-M
-79.38|43.65|Toronto LOCO Roller Derby|W|A|B|https://www.facebook.com/torontoloco||https://www.facebook.com/torontoloco|Toronto,Ontario,Canada|||LOCO|Member of:
-79.38|43.65|Toronto Men's Roller Derby|M|A|B|https://www.facebook.com/TorontoMensRollerDerby||https://www.facebook.com/TorontoMensRollerDerby|Toronto,Ontario,Canada|||WFTDA|Member of:MRDA-M
-79.38|43.65|Toronto Roller Derby|W|A|B|||http://www.torontorollerderby.com/|Toronto,Ontario,Canada|||WFTDA|Member of:WFTDA-M
-79.38|43.65|West End Waywards|W|A|B|https://www.facebook.com/WestEndWaywards||https://www.facebook.com/WestEndWaywards|Toronto,Ontario,Canada|||WFTDA|Member of:
-83.04|42.31|Border City Brawlers|W|A|B|https://www.facebook.com/Border.City.Brawlers|web@bordercitybrawlers.com|http://bordercitybrawlers.com/|Windsor,Ontario,Canada|2010-06-29||WFTDA|Member of:WFTDA-M
-80.75|43.13|Roller Derby Misfits|W|A|B|https://www.facebook.com/rollerderbymisfits/|rollerderbymisfits@gmail.com|www.rollerderbymisfits.ca|Woodstock,Ontario,Canada|2011-08-01||WFTDA|Member of:
-63.13|46.24|Red Rock 'N' Roller Derby|W|A|B|||http://redrocknrollerderby.com/|Charlottetown,Prince Edward Island,Canada|||WFTDA|Member of:
-73.68|45.41|By the Rapids Roller Derby|W|A|B|https://www.facebook.com/TheWagonBurners||https://www.facebook.com/TheWagonBurners|Kahnawake,Quebec,Canada|||WFTDA|Member of:
-71.25|46.74|Roller Derby Lévis|W|A|P|https://www.facebook.com/Roller-Derby-Lévis-1579847902268923|rollerderbylevis@gmail.com|http://rollerderbylevis.wix.com/rollerderbylevis|Lévis,Quebec,Canada|2015-05-15||WFTDA|Member of:
-73.57|45.50|Montreal Men's Roller Derby|M|A|B|||http://mtlmensrollerderby.com/|Montreal,Quebec,Canada|||WFTDA|Member of:MRDA-M
-73.57|45.50|Montréal Roller Derby|W|A,J|B|||http://mtlrollerderby.com/|Montreal,Quebec,Canada|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-73.57|45.50|Whiskey Derby|W|A|B|https://www.facebook.com/groups/146260358748006/||https://www.facebook.com/groups/146260358748006/|Montreal,Quebec,Canada|||WFTDA|Member of:
-71.21|46.81|Les Bûches|W|A|B|https://www.facebook.com/pages/Les-Bûches/499277976804500|lesbuchesduquebec@gmail.com|https://www.facebook.com/pages/Les-Bûches/499277976804500|Québec,Québec,Canada|2012-02-01||WFTDA|Member of:
-71.21|46.81|Roller Derby Quebec|W|A|B|https://www.facebook.com/roller.derby.quebec|info@rollerderbyqc.com|http://rollerderbyqc.com/|Quebec,Quebec,Canada|2010-12-31||WFTDA|Member of:WFTDA-M
-71.21|46.81|Roller Derby Masculin Québec|M|A|R|https://www.facebook.com/RollerDerbyMasculinQuebec||https://www.facebook.com/RollerDerbyMasculinQuebec|Québec City,Québec,Canada|2013-05-30||WFTDA|Member of:
-68.53|48.44|Roller Derby Rimouski|W|A|B|https://www.facebook.com/rollerderbyrimouski||https://www.facebook.com/rollerderbyrimouski|Rimouski,Quebec,Canada|||WFTDA|Member of:
-71.89|45.40|Roller Derby Sherbrooke|W|A|R|https://www.facebook.com/rollerderbysherby||https://www.facebook.com/rollerderbysherby|Sherbrooke,Québec,Canada|2014-04-21||WFTDA|Member of:
-72.54|46.34|Roller Derby 3R|W|A|S|https://www.facebook.com/Roller-Derby-3R-554193804633374/|rollerderby3r@yahoo.ca||Trois-Rivières,Quebec,Canada|2013-05-26||WFTDA|Member of:
-102.99|49.14|Estevan Roller Derby|W|A|R|https://www.facebook.com/estevanrollerderby/|||Estevan,Saskatchewan,Canada|2016-02-24||WFTDA|Member of:
-102.99|49.14|South East Sask Roller Derby|W|A,J|B|https://www.facebook.com/groups/313719595374/||https://www.facebook.com/groups/313719595374/|Estevan,Saskatchewan,Canada|||WFTDA,JRDA|Member of:
-105.12|52.20|Humboldt Roller Derby League|W|A|B|https://www.facebook.com/RetroFittedRollerDerbyLeague||https://www.facebook.com/RetroFittedRollerDerbyLeague|Humboldt,Saskatchewan,Canada|||WFTDA|Member of:
-109.15|51.47|Kindersley Roller Derby|W|A|B|https://www.facebook.com/groups/1428873347355404/||http://kindersleyrollerderby.ca/|Kindersley,Saskatchewan,Canada|2014-03-04||WFTDA|Member of:
-105.53|50.39|Lil Chicago Roller Derby|W|A,J|B|https://www.facebook.com/pages/Lil-Chicago-Roller-Derby-Fan-Page/142776312415880|lcrd@mjderby.ca|http://www.mjderby.ca/|Moose Jaw,Saskatchewan,Canada|2010-07-15||WFTDA,JRDA|Member of:
-108.30|52.78|Battlefords Roller Derby League|W|A|B|https://www.facebook.com/pages/Battlefords-Roller-Derby-League/422579807804383||https://www.facebook.com/pages/Battlefords-Roller-Derby-League/422579807804383|North Battleford,Saskatchewan,Canada|||WFTDA|Member of:
-105.75|53.20|Prince Albert Roller Derby|W|A|B|https://www.facebook.com/pages/Prince-Albert-Roller-Derby-League/260045884050311||https://www.facebook.com/pages/Prince-Albert-Roller-Derby-League/260045884050311|Prince Albert,Saskatchewan,Canada|||WFTDA|Member of:
-104.62|50.45|Pile o Bones Derby Club|W|A,J|B|https://www.facebook.com/pileobonesderby/|info@reginarollerderby.com|http://pileobonesderbyclub.com/|Regina,Saskatchewan,Canada|2008-01-15||WFTDA,JRDA|Member of:
-101.70|50.38|Gapland Rollers|W|A,J|B|https://www.facebook.com/gaplandrollers|gaplandrollers@gmail.com|http://gaplandrollers.com|Rocanville,Saskatchewan,Canada|2010-03-01||WFTDA,JRDA|Member of:
-106.67|52.13|Rebelles Roller Derby League|W|A|R|https://www.facebook.com/rebellesrollerderby||https://www.facebook.com/rebellesrollerderby|Saskatoon,Saskatchewan,Canada|2011-06-13||WFTDA|Member of:
-106.67|52.13|Saskatoon Junior Roller Derby|C|J|B|https://www.facebook.com/groups/311516772633/|sbabcock@sasktel.net|https://www.facebook.com/groups/311516772633/|Saskatoon,Saskatchewan,Canada|2010-02-18||JRDA|Member of:
-106.67|52.13|Saskatoon Roller Derby League|W|A|B|https://www.facebook.com/saskatoonrollerderbyleague/|info@srdl.ca|http://www.saskatoonrollerderbyleague.ca/|Saskatoon,Saskatchewan,Canada|2007-12-31||WFTDA|Member of:
-107.80|50.29|South West Sask Roller Derby Association|W|A|B|https://www.facebook.com/pages/Redneck-Betties-Roller-Derby-Team/183193125055332||https://www.facebook.com/pages/Redneck-Betties-Roller-Derby-Team/183193125055332|Swift Current,Saskatchewan,Canada|||WFTDA|Member of:
-103.85|49.66|Weyburn Roller Derby Association|W|A|R|https://www.facebook.com/weyburnrollerderby||https://www.facebook.com/weyburnrollerderby|Weyburn,Saskatchewan,Canada|2014-02-08||WFTDA|Member of:
-102.27|50.33|Ringleader Roller Girls|W|A|B|https://www.facebook.com/ringleaderrollergirls||https://www.facebook.com/ringleaderrollergirls|Whitewood,Saskatchewan,Canada|||WFTDA|Member of:
-135.06|60.72|Yukon Roller Girls|W|A,J|B|||http://www.yukonrollergirls.ca/|Whitehorse,Yukon,Canada|||WFTDA,JRDA|Member of:
-2.53|49.50|Guernsey Roller Girls|W|A|P|https://www.facebook.com/guernseyrollerderby/|Guernseyrollergirls@gmail.com|https://www.facebook.com/guernseyrollergirls|Vale,Guernsey,Channel Islands|2013-09-01||WFTDA|Member of:
-2.10|49.18|Jersey Royal Rollers|W|A|B|https://www.facebook.com/JerseyRoyalRollers||http://www.jerseyroyalrollers.com/|St. Helier,Jersey,Channel Islands|||WFTDA|Member of:
-70.40|-23.65|Tormentas Rosas Roller Derby|W|A|P|https://www.facebook.com/pages/Tormentas-Rosas-Roller-Derby-Antofagasta/322257384639101||https://www.facebook.com/pages/Tormentas-Rosas-Roller-Derby-Antofagasta/322257384639101|Antofagasta,Antofagasta,Chile|2015-02-23||WFTDA|Member of:
-72.59|-38.74|Liga Roller Derby Temuco|W|A|B|https://www.facebook.com/NativasRD/|temucorollerderby@gmail.com|https://www.facebook.com/pages/Liga-Roller-Derby-Temuco/121131931291395|Temuco,Araucanía,Chile|2013-04-02||WFTDA|Member of:
-72.10|-36.61|Chillanrolleras Derby Club|W|A|R|https://www.facebook.com/chillanrolleras||https://www.facebook.com/chillanrolleras.derbyclub|Chillán,Bío-Bío,Chile|2013-03-18||WFTDA|Member of:
-73.04|-36.82|Concepción Roller Derby|W|A|B|https://www.facebook.com/ConcepcionRollerDerby||https://www.facebook.com/ConcepcionRollerDerby|Concepción,Bío-Bío,Chile|2013-02-27||WFTDA|Member of:
-71.25|-29.90|Pandorass Roller Derby|W|A|B|https://www.facebook.com/pages/Pandorass-Roller-DERBY/566944366752508||https://www.facebook.com/pages/Pandorass-Roller-DERBY/566944366752508|La Serena,Coquimbo,Chile|2013-11-08||WFTDA|Member of:
-70.74|-34.17|Quintralas Roller Derby|W|A|B|https://www.facebook.com/quintralasRD/|quintralas.rollerderby@gmail.com|https://www.facebook.com/rancahuasasRD|Rancagua,Libertador General Bernardo O'Higgins,Chile|2013-12-29||WFTDA|Member of:
-73.11|-40.58|Deskarriadas Roller Derby|W,M|A|B|https://www.facebook.com/deskarriadasrd|deskarriadas.rollerderby@gmail.com|https://www.facebook.com/deskarriadasrd|Osorno,Los Lagos,Chile|2014-08-19||WFTDA|Member of:
-73.11|-40.58|Roller Derby Osorno|W|A|B|https://www.facebook.com/rollerderby.osorno||https://www.facebook.com/rollerderby.osorno|Osorno,Los Lagos,Chile|||WFTDA|Member of:
-72.98|-41.32|Diosas Volcánicas|W|A|R|https://www.facebook.com/pages/Diosas-Volcánicas/150788951766863||https://www.facebook.com/pages/Diosas-Volcánicas/150788951766863|Puerto Varas,Los Lagos,Chile|2012-09-01||WFTDA|Member of:
-73.24|-39.82|Roller Derby Valdivia|W|A|B|https://www.facebook.com/rollerderby.valdivia.35||https://www.facebook.com/rollerderby.valdivia.35|Valdivia,Los Ríos,Chile|2013-10-27||WFTDA|Member of:
-71.65|-35.42|Liga Roller Derby Talca|W|A|R|https://www.facebook.com/ligarollerderbytalca||https://www.facebook.com/ligarollerderbytalca|Talca,Maule,Chile|2014-09-01||WFTDA|Member of:
-70.67|-33.45|120 Segundos Roller Derby|M|A|R|https://www.facebook.com/120segundosrd||https://www.facebook.com/120segundosrd|Santiago,Región Metropolitana de Santiago,Chile|2014-03-11||WFTDA|Member of:
-70.67|-33.45|Adrenaline Roller Derby|W|A|P|https://www.facebook.com/Adrenaline-Roller-Derby-584097748406143/|adrenalinerollerderbychile@gmail.com||Santiago,Región Metropolitana de Santiago,Chile|2016-01-17||WFTDA|Member of:
-70.67|-33.45|Complot Derby Club|W,M|A|B|https://www.facebook.com/ComplotDerbyClub|complotderbyclub@gmail.com|http://complotderbyclub.cl/|Santiago,Región Metropolitana de Santiago,Chile|2013-09-06||WFTDA|Member of:WFTDA-A
-70.67|-33.45|Metropolitan Roller Derby|W|A|B|https://www.facebook.com/metropolitanrollerderby|metropolitan@rollerderby.cl|http://www.rollerderby.cl/|Santiago,Región Metropolitana de Santiago,Chile|2011-04-29||WFTDA|Member of:WFTDA-M
-70.67|-33.45|Santiago Derby Rollers|W|A|R|https://www.facebook.com/SantiagoDerbyRollers||https://www.facebook.com/SantiagoDerbyRollers|Santiago,Región Metropolitana de Santiago,Chile|2014-07-03||WFTDA|Member of:
-70.67|-33.45|Terror S-Quad Roller Derby|M|A|P|https://www.facebook.com/escuadrondelterrorrd|terrorsquadrd@gmail.com||Santiago,Región Metropolitana de Santiago,Chile|2014-10-28||WFTDA|Member of:
-71.55|-33.02|Tacones Bandidos|W|A|B|https://www.facebook.com/taconesbandidosrollerderby||https://www.facebook.com/taconesbandidosrollerderby|Viña del Mar,Valparaíso,Chile|2011-05-30||WFTDA|Member of:
